COMPANYNAME,COUNTY,ZIP,PROGRAM,ORIGINAL_ESTIMATED_VALUE,INVESTMENT,STATUS,NEW_JOBS,RETAINED_JOBS,ORIGINAL_APPROVAL_DATE,WITHHOLDING_RATE_PERCENT,PAYROLL_RATE,TERM
"Green Bay Dressed Beef, LLC",Hamilton,45241-2007,JCTC Job Creation Tax Credit,118665.0,11900000.00,Completed,78,86,12/07/2009,45.00,N/A,6
"StandardAero Component Services, Inc.",Hamilton,45241,JCTC Job Creation Tax Credit,355000.0,10500000.00,Servicing,120,465,03/28/2016,N/A,1.260,6
TV One Broadcast Sales Corp,Hamilton,45226,JCTC Job Creation Tax Credit,80000.0,400000.00,Servicing,34,0,01/30/2017,N/A,1.086,3
"Marcus Thomas, LLC",Cuyahoga,44128-5919,JCTC Job Creation Tax Credit,60794.0,5700000.00,Completed,25,110,05/23/2011,40.00,N/A,4
United Candle Company LLC,Muskingum,43767,JCTC Job Creation Tax Credit,165000.0,1815000.00,Servicing,100,0,07/29/2019,N/A,0.824,6
20-22 Findlay Street,Hamilton,,Ohio Historic Preservation Tax Credit,220000.0,N/A,Servicing,N/A,N/A,12/14/2021,N/A,N/A,N/A
771 and 772 East McMillan,Hamilton,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Completed,N/A,N/A,06/28/2016,N/A,N/A,N/A
2152-2160 Superior Avenue,Cuyahoga,,Ohio Historic Preservation Tax Credit,3900976.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
The Trinity Project,Cuyahoga,,Ohio Historic Preservation Tax Credit,849000.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
2130 Saint Michael and 642 Neave Street,Hamilton,,Ohio Historic Preservation Tax Credit,161924.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
Barber Farris Produce Warehouse,Lucas,,Ohio Historic Preservation Tax Credit,823396.33,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
1618 Walnut,Hamilton,,Ohio Historic Preservation Tax Credit,94695.0,N/A,Cancelled,N/A,N/A,12/19/2019,N/A,N/A,N/A
1902-1904 Vine Street,Hamilton,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Completed,N/A,N/A,06/28/2017,N/A,N/A,N/A
Delco Building,Montgomery,45402,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/30/2015,N/A,N/A,N/A
"Metalworking Group Holdings, Inc.",Hamilton,45251-3174,JCTC Job Creation Tax Credit,100546.0,800000.00,Completed,40,98,06/27/2011,45.00,N/A,5
"Group Management Services, Inc",Summit,44286,JCTC Job Creation Tax Credit,300000.0,5020000.00,Servicing,68,130,01/30/2017,N/A,1.407,7
"Downtime Reduction, Incorporated",Hamilton,45215,JCTC Job Creation Tax Credit,27000.0,1200000.00,Cancelled,12,9,07/27/2015,35.00,N/A,5
Apackaging Group LLC,Defiance,43512,JCTC Job Creation Tax Credit,695000.0,47512726.00,Servicing,135,0,10/04/2021,N/A,1.438,8
General Motors LLC,Defiance,43512-6781,JCTC Job Creation Tax Credit,3384042.0,176900000.00,Completed,0,1000,12/06/2010,50.00,N/A,7
"Amazon.com Services, Inc.",Summit,44320,JCTC Job Creation Tax Credit,7135000.0,200000000.00,Servicing,1500,0,07/29/2019,N/A,1.461,10
Cleobrothers & Company LLC,Franklin,43235-4678,JCTC Job Creation Tax Credit,172142.0,1027260.00,Cancelled,57,7,12/06/2010,45.00,N/A,6
"GOJO Industries, Inc.",Summit,44311-1057,JCTC Job Creation Tax Credit,37564.0,1000000.00,Completed,10,294,05/26/2009,N/A,N/A,5
"DRB Systems, LLC",Summit,44312,JCTC Job Creation Tax Credit,615000.0,1000000.00,Approved,83,348,08/29/2022,N/A,1.469,8
"MAC Trailer Enterprises, Inc.",Stark,44601-2189,JCTC Job Creation Tax Credit,812000.0,500000.00,Completed,150,572,06/29/2015,N/A,1.547,7
"F & M Mafco, Inc.",Hamilton,45030-1691,JCTC Job Creation Tax Credit,49800.0,2700000.00,Completed,28,198,03/31/2008,N/A,N/A,5
"United Grinding North America, Inc.",Montgomery,45342,JCTC Job Creation Tax Credit,518000.0,16400000.00,Servicing,40,100,07/25/2016,N/A,1.763,8
"Yaskawa America, Inc.",Montgomery,45342,JCTC Job Creation Tax Credit,132775.0,21700000.00,Completed,26,257,09/27/2010,40.00,N/A,5
"Motion Controls Robotics, Inc.",Sandusky,43420,JCTC Job Creation Tax Credit,90000.0,2140000.00,Approved,18,72,07/25/2022,N/A,1.198,6
Rochling Glastic Composites LP,Cuyahoga,44121-2805,JCTC Job Creation Tax Credit,75000.0,5950000.00,Servicing,26,104,07/29/2019,N/A,1.208,6
Piston Automotive LLC,Lucas,43612,JCTC Job Creation Tax Credit,120963.0,6924000.00,Completed,84,0,08/27/2012,50.00,N/A,6
"Greenville Technology, Inc.",Union,43040,JCTC Job Creation Tax Credit,333557.0,3500000.00,Servicing,50,32,12/02/2013,45.00,N/A,8
Air Waves LLC,Delaware,43035,JCTC Job Creation Tax Credit,24000.0,600000.00,Cancelled,30,76,07/27/2015,35.00,N/A,5
Vermillion Institute,Ashland,44838,Ohio Historic Preservation Tax Credit,234400.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
The Rovisys Company,Portage,44202,JCTC Job Creation Tax Credit,622987.0,1900000.00,Completed,80,150,05/21/2012,50.00,N/A,6
"U.S. Steel Seamless Tubular Operations, LLC",Lorain,44055-1932,JCTC Job Creation Tax Credit,559166.0,82500000.00,Completed,80,508,10/25/2010,50.00,N/A,5
59 1/2 West Main,Clinton,45177,Ohio Historic Preservation Tax Credit,13825.0,N/A,Completed,N/A,N/A,12/20/2013,N/A,N/A,N/A
"R & L Carriers, Inc.",Clinton,45177,JCTC Job Creation Tax Credit,1247000.0,11000000.00,Servicing,200,1456,03/30/2015,N/A,1.458,9
"Praxair Distribution, Inc.",Clinton,45177,JCTC Job Creation Tax Credit,92631.0,2200000.00,Completed,25,0,03/25/2013,40.00,N/A,6
"L&L Foods, Inc.",Clinton,45177,JCTC Job Creation Tax Credit,146879.0,2100000.00,Cancelled,100,0,03/31/2014,50.00,N/A,6
Wilmer Cutler Pickering Hale and Dorr LLP,Montgomery,45420-4019,JCTC Job Creation Tax Credit,1456570.0,3400000.00,Completed,187,0,04/26/2010,65.00,N/A,8
STERIS Corporation,Lake,,JCTC Job Creation Tax Credit,255218.0,8200000.00,Completed,71,0,01/30/2012,50.00,N/A,7
5904 Hamilton,Hamilton,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Cancelled,N/A,N/A,06/26/2019,N/A,N/A,N/A
College Club of Cleveland,Cuyahoga,,Ohio Historic Preservation Tax Credit,1225512.0,N/A,Completed,N/A,N/A,12/19/2017,N/A,N/A,N/A
Barclay Building,Montgomery,,Ohio Historic Preservation Tax Credit,2450000.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
Nationwide Mutual Insurance Company,Franklin,,JCTC Job Creation Tax Credit,214995.0,135000000.00,Cancelled,40,0,10/27/2008,N/A,N/A,5
L.N. Gross Company,Portage,,Ohio Historic Preservation Tax Credit,906000.0,N/A,Completed,N/A,N/A,12/20/2016,N/A,N/A,N/A
Market-Mohawk Center,Franklin,,Ohio Historic Preservation Tax Credit,842267.0,N/A,Servicing,N/A,N/A,08/05/2020,N/A,N/A,N/A
North Hall,Cuyahoga,,Ohio Historic Preservation Tax Credit,1818750.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
McKesson Corporation,Fayette,,JCTC Job Creation Tax Credit,302400.0,109600000.00,Servicing,42,129,06/24/2019,N/A,1.500,8
313 W. 5th,Hamilton,,Ohio Historic Preservation Tax Credit,195983.0,N/A,Servicing,N/A,N/A,08/05/2020,N/A,N/A,N/A
Middletown Building & Deposit Association,Butler,45044,Ohio Historic Preservation Tax Credit,600000.0,N/A,Cancelled,N/A,N/A,12/18/2014,N/A,N/A,N/A
Union Building,Cuyahoga,44115,Ohio Historic Preservation Tax Credit,3292104.0,N/A,Completed,N/A,N/A,06/30/2010,N/A,N/A,N/A
John Hartness Brown Building,Cuyahoga,44115,Ohio Historic Preservation Tax Credit,11000000.0,N/A,Completed,N/A,N/A,11/13/2007,N/A,N/A,N/A
Cleveland Athletic Club Building,Cuyahoga,44115,Ohio Historic Preservation Tax Credit,,N/A,Cancelled,N/A,N/A,11/13/2007,N/A,N/A,N/A
1220 Huron,Cuyahoga,44115,Ohio Historic Preservation Tax Credit,3500682.0,N/A,Completed,N/A,N/A,06/26/2013,N/A,N/A,N/A
Cohen & Company,Cuyahoga,44115,JCTC Job Creation Tax Credit,500000.0,0.00,Approved,61,320,12/06/2021,N/A,1.536,6
McCrory Building,Cuyahoga,44115,Ohio Historic Preservation Tax Credit,609908.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
"Coterie Applications, Inc.",Hamilton,45242,JCTC Job Creation Tax Credit,55000.0,0.00,Approved,10,24,10/25/2021,N/A,1.319,6
Integrity Express Logistics LLC,Hamilton,45242,JCTC Job Creation Tax Credit,83464.0,910000.00,Completed,36,36,02/27/2012,40.00,N/A,6
"High Road Holdings, LLC",Hamilton,45242,JCTC Job Creation Tax Credit,6500000.0,0.00,Servicing,866,200,01/25/2021,N/A,1.980,9
Sarnova HC LLC,Franklin,43016-1534,JCTC Job Creation Tax Credit,110000.0,300000.00,Servicing,29,187,02/27/2017,N/A,1.302,6
Nexient LLC,Franklin,43016,JCTC Job Creation Tax Credit,2620000.0,100000.00,Approved,200,2,03/25/2019,N/A,2.068,9
"Sarnova, Inc.",Franklin,43016-1534,JCTC Job Creation Tax Credit,91381.0,50000.00,Completed,21,140,07/30/2012,40.00,N/A,5
AlvaEDU,Hamilton,45202,JCTC Job Creation Tax Credit,231772.0,20000.00,Completed,50,0,12/02/2013,45.00,N/A,6
"NPW-USA, Inc.",Hamilton,45202,JCTC Job Creation Tax Credit,128000.0,0.00,Servicing,17,0,01/26/2015,N/A,1.422,6
1422 Pleasant Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,84160.0,N/A,Completed,N/A,N/A,05/09/2008,N/A,N/A,N/A
Union Trust Building,Hamilton,45202,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/26/2013,N/A,N/A,N/A
Cincinnati Enquirer Building,Hamilton,45202,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,04/15/2013,N/A,N/A,N/A
"Luma Financial Technologies, LLC",Hamilton,45202,JCTC Job Creation Tax Credit,935000.0,0.00,Servicing,58,56,09/28/2020,N/A,2.003,8
1411 Vine Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,191066.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
St. Paulus Church,Hamilton,45202,Ohio Historic Preservation Tax Credit,1854667.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
"Southern Air, Inc.",Hamilton,45202-3524,JCTC Job Creation Tax Credit,1287185.0,3209929.00,Cancelled,150,0,07/30/2012,55.00,N/A,10
West 7th and Race Apartments,Hamilton,45202,Ohio Historic Preservation Tax Credit,0.0,N/A,Cancelled,N/A,N/A,06/24/2014,N/A,N/A,N/A
Pabst Bedding,Hamilton,45202,Ohio Historic Preservation Tax Credit,777877.0,N/A,Completed,N/A,N/A,12/20/2013,N/A,N/A,N/A
Kauffman Building,Hamilton,45202,Ohio Historic Preservation Tax Credit,249999.0,N/A,Servicing,N/A,N/A,12/16/2015,N/A,N/A,N/A
"CTI - Clinical Trial Services, Inc.",Hamilton,45202,JCTC Job Creation Tax Credit,700000.0,3080000.00,Servicing,70,44,02/22/2021,N/A,1.726,9
501 East 13th Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,136500.0,N/A,Completed,N/A,N/A,06/24/2014,N/A,N/A,N/A
512 East 12th Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,76800.0,N/A,Completed,N/A,N/A,06/30/2015,N/A,N/A,N/A
Federal Reserve Building,Hamilton,45202,Ohio Historic Preservation Tax Credit,2496000.0,N/A,Completed,N/A,N/A,06/30/2010,N/A,N/A,N/A
308-316 Main Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,0.0,N/A,Cancelled,N/A,N/A,12/20/2012,N/A,N/A,N/A
"Divisions, Inc. (Divisions Maintenance Group)",Hamilton,45202,JCTC Job Creation Tax Credit,5000000.0,4800000.00,Servicing,256,393,10/25/2021,N/A,2.102,10
Market Square B,Hamilton,45202,Ohio Historic Preservation Tax Credit,249999.0,N/A,Completed,N/A,N/A,06/30/2015,N/A,N/A,N/A
"RelateCare, LLC",Cuyahoga,44114,JCTC Job Creation Tax Credit,125000.0,0.00,Servicing,50,10,08/29/2016,N/A,1.305,5
"JPMorgan Chase Bank, National Association",Franklin,43017,JCTC Job Creation Tax Credit,7672304.0,10000000.00,Completed,500,20475,05/20/2013,75.00,N/A,15
"Denso International America, Inc.",Franklin,43017-2584,JCTC Job Creation Tax Credit,160000.0,600000.00,Servicing,13,37,02/27/2017,N/A,1.924,7
"Seen Digital Media, Inc.",Franklin,43017-3244,JCTC Job Creation Tax Credit,136003.0,150000.00,Completed,30,0,09/27/2010,45.00,N/A,5
Veeva Systems Inc.,Franklin,43017-3585,JCTC Job Creation Tax Credit,355000.0,1000000.00,Servicing,46,39,02/26/2018,N/A,1.620,7
"Fast Switch, LTD",Franklin,43017-3305,JCTC Job Creation Tax Credit,944601.0,88000.00,Completed,116,63,12/06/2010,50.00,N/A,7
"UPS Supply Chain Solutions, Inc.",Butler,45014,JCTC Job Creation Tax Credit,550000.0,830000.00,Servicing,55,0,09/25/2017,N/A,0.632,7
Calphalon Corporation,Wood,43402,JCTC Job Creation Tax Credit,47813.0,19050000.00,Completed,33,262,06/25/2012,45.00,N/A,5
"ThyssenKrupp Bilstein of America, Inc.",Butler,45015-2205,JCTC Job Creation Tax Credit,171793.0,19800000.00,Servicing,337,258,07/29/2013,45.00,N/A,8
Walgreen Co.,Franklin,43110,JCTC Job Creation Tax Credit,935000.0,18500000.00,Servicing,200,0,03/02/2022,N/A,1.385,8
"RMI Titanium Company, LLC",Stark,44707-2273,JCTC Job Creation Tax Credit,500000.0,4400000.00,Approved,108,131,06/08/2020,N/A,1.374,8
15th and Republic,Hamilton,45202,Ohio Historic Preservation Tax Credit,592392.0,N/A,Completed,N/A,N/A,12/22/2011,N/A,N/A,N/A
1737 Vine Street,Hamilton,45202,Ohio Historic Preservation Tax Credit,185000.0,N/A,Completed,N/A,N/A,12/16/2015,N/A,N/A,N/A
"Comprehensive Pharmacy Services, LLC",Franklin,43017,JCTC Job Creation Tax Credit,735000.0,200000.00,Servicing,40,14,06/08/2020,N/A,2.005,8
"Netsmart Technologies, Inc.",Franklin,43017-5317,JCTC Job Creation Tax Credit,463220.0,1300000.00,Cancelled,93,104,06/27/2011,60.00,N/A,6
Kresge Building,Trumbull,44481,Ohio Historic Preservation Tax Credit,958984.0,N/A,Completed,N/A,N/A,12/20/2012,N/A,N/A,N/A
Chillicothe Kenworth Inc,Ross,45601,JCTC Job Creation Tax Credit,237000.0,11811200.00,Servicing,50,14,09/29/2014,N/A,1.531,7
100 East McMicken,Hamilton,,Ohio Historic Preservation Tax Credit,198973.0,N/A,Servicing,N/A,N/A,12/19/2019,N/A,N/A,N/A
The Robert Mitchell Furniture Company,Hamilton,,Ohio Historic Preservation Tax Credit,1421248.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
254 Mohawk,Hamilton,,Ohio Historic Preservation Tax Credit,120470.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
The Broadwin,Franklin,,Ohio Historic Preservation Tax Credit,1755000.0,N/A,Cancelled,N/A,N/A,08/05/2020,N/A,N/A,N/A
1338-40 Main Street,Hamilton,,Ohio Historic Preservation Tax Credit,224098.0,N/A,Servicing,N/A,N/A,12/14/2021,N/A,N/A,N/A
The Everett Building,Summit,,Ohio Historic Preservation Tax Credit,470500.0,N/A,Completed,N/A,N/A,12/12/2018,N/A,N/A,N/A
The University Club,Summit,,Ohio Historic Preservation Tax Credit,1558000.0,N/A,Cancelled,N/A,N/A,06/26/2019,N/A,N/A,N/A
"Streamline Health, Inc.",Hamilton,,JCTC Job Creation Tax Credit,210772.0,2750000.00,Completed,25,73,12/07/2009,45.00,N/A,6
Empire Improvement Building,Cuyahoga,,Ohio Historic Preservation Tax Credit,1000000.0,N/A,Completed,N/A,N/A,12/20/2016,N/A,N/A,N/A
Litt Brothers Building,Greene,,Ohio Historic Preservation Tax Credit,183714.0,N/A,Servicing,N/A,N/A,12/20/2016,N/A,N/A,N/A
1731 Elm Street,Hamilton,,Ohio Historic Preservation Tax Credit,249999.0,N/A,Completed,N/A,N/A,06/28/2017,N/A,N/A,N/A
"All Service Plastic Molding, Inc.",Montgomery,45377,JCTC Job Creation Tax Credit,98333.0,7020000.00,Completed,101,174,12/05/2011,45.00,N/A,5
"Legrand North America, LLC",Montgomery,45377,JCTC Job Creation Tax Credit,1035000.0,1557000.00,Servicing,261,41,10/25/2021,N/A,1.399,8
Barrett School,Franklin,43206,Ohio Historic Preservation Tax Credit,3065341.0,N/A,Completed,N/A,N/A,12/18/2014,N/A,N/A,N/A
"Quality ElectroDynamics, LLC",Cuyahoga,44143,JCTC Job Creation Tax Credit,247000.0,2400000.00,Completed,60,60,12/06/2010,50.00,N/A,6
"Island Oasis Frozen Cocktail Co., Inc.",Guernsey,43723,JCTC Job Creation Tax Credit,281178.0,10860735.00,Completed,100,62,05/24/2010,45.00,N/A,5
"Ashlawn Energy, LLC",Lake,44077-3257,JCTC Job Creation Tax Credit,1319003.0,9319003.00,Cancelled,212,0,10/31/2011,55.00,N/A,6
"TrustedSec, LLC",Summit,44313,JCTC Job Creation Tax Credit,150000.0,4150000.00,Approved,13,29,06/08/2020,N/A,1.837,6
"Brightview Landscapes, LLC",Franklin,43054-8726,JCTC Job Creation Tax Credit,520639.0,915000.00,Completed,63,82,05/23/2011,50.00,N/A,7
Bocchi Laboratories Ohio LLC,Licking,43054,JCTC Job Creation Tax Credit,588544.0,20000000.00,Servicing,300,0,05/20/2014,50.00,N/A,7
Sidecat LLC,Licking,43054,JCTC Job Creation Tax Credit,834500.0,750000000.00,Servicing,50,0,07/31/2017,N/A,2.000,10
Ventech Solutions Inc,Delaware,43240,JCTC Job Creation Tax Credit,468000.0,0.00,Servicing,10,65,01/25/2016,N/A,1.000,5
lululemon USA Inc.,Franklin,43137,JCTC Job Creation Tax Credit,829599.0,26500000.00,Servicing,109,0,07/29/2013,50.00,N/A,9
"Clovervale Farms, LLC",Lorain,44001-1206,JCTC Job Creation Tax Credit,1336215.0,3000000.00,Completed,452,101,07/26/2010,55.00,N/A,6
"JJR Solutions, LLC",Greene,45431-1708,JCTC Job Creation Tax Credit,74437.0,200000.00,Completed,25,21,04/30/2012,45.00,N/A,5
"RealPage, Inc.",Warren,45040-8495,JCTC Job Creation Tax Credit,635571.0,14000000.00,Completed,87,0,03/29/2010,40.00,N/A,5
The C.M. Paula Company,Warren,45040-2603,JCTC Job Creation Tax Credit,87000.0,190000.00,Servicing,29,80,03/30/2015,N/A,1.125,6
"MITSUBISHI ELECTRIC AUTOMOTIVE AMERICA, INC.",Warren,45040-8344,JCTC Job Creation Tax Credit,352338.0,80800000.00,Servicing,100,452,02/23/2015,N/A,1.242,8
"Ampacet Ohio, LLC",Warren,45040,JCTC Job Creation Tax Credit,167000.0,500000.00,Servicing,14,14,10/27/2014,N/A,1.746,5
"Daisy Brand, LLC",Wayne,44691,JCTC Job Creation Tax Credit,588719.0,116200000.00,Servicing,89,0,06/24/2013,55.00,N/A,10
"Lakeview Farms, LLC",Allen,45833,JCTC Job Creation Tax Credit,678326.0,9700000.00,Servicing,200,250,05/20/2014,N/A,1.325,8
The Proctor & Gamble Manufacturing Company,Allen,45801-3310,JCTC Job Creation Tax Credit,243311.0,75500000.00,Cancelled,48,584,10/31/2011,45.00,N/A,6
Ford Motor Company,Allen,45801-3157,JCTC Job Creation Tax Credit,1154259.0,47000000.00,Servicing,300,540,12/06/2010,75.00,N/A,10
"Royal Canin U.S.A., Inc.",Preble,45338-8764,JCTC Job Creation Tax Credit,1535500.0,336850000.00,Servicing,224,69,03/29/2021,N/A,1.521,10
Janova LLC,Franklin,43054-8202,JCTC Job Creation Tax Credit,1292156.0,170000.00,Cancelled,116,38,04/25/2011,60.00,N/A,6
"Ryder Last Mile, Inc.",Franklin,43054,JCTC Job Creation Tax Credit,526122.0,2500000.00,Servicing,95,47,07/29/2013,50.00,N/A,7
Fro-Tech-Inc. (Frontier Technology Inc.),Greene,45431-1662,JCTC Job Creation Tax Credit,465000.0,140000.00,Servicing,45,22,08/29/2016,N/A,1.772,7
"Macy's Credit and Customer Services, Inc.",Warren,45040,JCTC Job Creation Tax Credit,292000.0,0.00,Completed,175,1559,02/29/2016,N/A,0.849,7
Quotient Technology Inc.,Hamilton,45040,JCTC Job Creation Tax Credit,94442.0,80000.00,Servicing,122,59,03/03/2014,N/A,1.259,7
"Iten Defense, LLC",Ashtabula,44004,JCTC Job Creation Tax Credit,215000.0,4057551.00,Servicing,102,63,10/25/2021,N/A,1.098,7
"Tri-State Beef Co., Inc.",Gallia,45614,JCTC Job Creation Tax Credit,491851.0,24575000.00,Cancelled,224,8,09/29/2014,55.00,N/A,6
Seaman Corporation,Wayne,44691-9358,JCTC Job Creation Tax Credit,20830.0,7350000.00,Completed,12,141,10/31/2011,35.00,N/A,6
Dollhouse and National City Buildings,Hamilton,,Ohio Historic Preservation Tax Credit,155000.0,N/A,Completed,N/A,N/A,12/19/2017,N/A,N/A,N/A
Hoover West Factory,Stark,,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
555 E. 13th Street,Hamilton,,Ohio Historic Preservation Tax Credit,200000.0,N/A,Servicing,N/A,N/A,12/19/2019,N/A,N/A,N/A
Carlisle-Allen Co. Complex/Masonic Temple,Ashtabula,,Ohio Historic Preservation Tax Credit,2000000.0,N/A,Servicing,N/A,N/A,08/05/2020,N/A,N/A,N/A
STAR Dynamics Corporation,Franklin,43026-1261,JCTC Job Creation Tax Credit,382883.0,2920000.00,Cancelled,37,0,12/08/2008,N/A,N/A,6
Touch Bionics Inc.,Franklin,43026-9078,JCTC Job Creation Tax Credit,101423.0,370000.00,Completed,20,3,03/30/2009,N/A,N/A,6
Forsee Power Inc.,Franklin,43026,JCTC Job Creation Tax Credit,1000000.0,13238000.00,Approved,150,0,06/27/2022,N/A,1.605,9
"Biosortia Pharmaceuticals, Inc.",Franklin,43026,JCTC Job Creation Tax Credit,814205.0,9010000.00,Completed,90,20,12/06/2010,50.00,N/A,6
Johns Manville,Erie,44846-9734,JCTC Job Creation Tax Credit,522294.0,41500000.00,Servicing,67,0,07/27/2009,N/A,N/A,10
"Cutting Edge Countertops, Inc.",Wood,43551,JCTC Job Creation Tax Credit,20000.0,800000.00,Completed,10,63,12/05/2011,35.00,N/A,4
"Willard & Kelsey Solar Group, LLC",Wood,43551,JCTC Job Creation Tax Credit,3353928.0,101602000.00,Completed,400,10,07/28/2008,N/A,N/A,3
"Oldcastle BuildingEnvelope, Inc.",Wood,43551,JCTC Job Creation Tax Credit,140413.0,3000000.00,Servicing,50,210,01/26/2015,N/A,1.140,6
"Netflix, Inc.",Franklin,43123-2100,JCTC Job Creation Tax Credit,197211.0,1700000.00,Completed,104,6,12/08/2008,N/A,N/A,5
Stella & Dot LLC,Franklin,43123,JCTC Job Creation Tax Credit,758290.0,3280000.00,Cancelled,152,0,12/05/2011,55.00,N/A,10
Kadant Black Clawson LLC,Warren,45036,JCTC Job Creation Tax Credit,492000.0,16000000.00,Servicing,62,62,01/29/2018,N/A,1.687,8
KALIDA MANUFACTURING INC.,Putnam,45853,JCTC Job Creation Tax Credit,189160.0,22200000.00,Completed,67,299,01/28/2013,40.00,N/A,6
John Maneely Company,Trumbull,44483,JCTC Job Creation Tax Credit,54389.0,9730000.00,Cancelled,25,142,07/25/2011,40.00,N/A,6
The Will-burt Company,Wayne,44667-1801,JCTC Job Creation Tax Credit,271749.0,519000.00,Completed,25,340,01/31/2011,45.00,N/A,6
"Menard, Inc.",Portage,44266,JCTC Job Creation Tax Credit,250000.0,54777350.00,Servicing,90,0,07/27/2020,N/A,1.164,7
Barclays Services Ohio,Butler,45011,JCTC Job Creation Tax Credit,5070000.0,9300659.00,Servicing,1500,0,07/27/2015,N/A,1.000,6
Bleckmann USA LLC,Licking,43031,JCTC Job Creation Tax Credit,403000.0,1400000.00,Servicing,200,0,05/23/2016,N/A,0.950,6
"Velocity Concept Development Group, LLC",Guernsey,43725,JCTC Job Creation Tax Credit,111339.0,900000.00,Completed,60,28,04/30/2012,55.00,N/A,6
"REV4, LLC",Hamilton,45206,JCTC Job Creation Tax Credit,660000.0,0.00,Approved,43,0,07/25/2022,N/A,2.000,8
"General Mills Operations, Llc.",Jackson,45692-9503,JRTC-NR Job Retention Tax Credit Non-Refundable,8371530.0,70000000.00,Servicing,0,844,12/07/2009,55.00,N/A,10
"General Mills Operations, Llc.",Jackson,45692-9503,JCTC Job Creation Tax Credit,499154.0,70000000.00,Completed,70,844,06/29/2009,N/A,N/A,10
Aldi Inc. (Ohio),Medina,44233-9500,JCTC Job Creation Tax Credit,110000.0,1190000.00,Servicing,66,180,05/21/2018,N/A,1.014,6
Goodyear Hall,Summit,44305,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/26/2013,N/A,N/A,N/A
TARKETT USA INC,Geauga,44023,JCTC Job Creation Tax Credit,200000.0,12050000.00,Servicing,76,270,08/27/2018,N/A,1.264,6
